@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,Intact,Adult,Basenji,365,15,Transfer
NoName,Dog,NotIntact,Senior,Pomeranian,2920,16,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',1825,12,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',7,19,Transfer
NoName,Cat,NotIntact,Adult,'Domestic Longhair',730,14,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,13,Transfer
Name,Cat,Intact,Adult,'Domestic Shorthair',365,12,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,14,Adoption
Name,Dog,NotIntact,Senior,'American Bulldog',2190,13,Return_to_owner
NoName,Dog,Intact,Baby,'Australian Kelpie',93,13,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,14,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1825,11,Return_to_owner
Name,Dog,NotIntact,Adult,'Basset Hound',730,15,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Medium Hair',62,9,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,15,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,16,Adoption
Name,Dog,NotIntact,Adult,'Flat Coat Retriever',1095,14,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',155,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,18,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Cat,Intact,Adult,'Domestic Shorthair',1460,15,Transfer
Name,Dog,NotIntact,Senior,'Pit Bull',2190,18,Return_to_owner
NoName,Dog,Intact,Baby,'Australian Shepherd',93,15,Transfer
Name,Dog,NotIntact,Adult,'Doberman Pinsch',730,16,Adoption
NoName,Dog,Intact,Adult,Basenji,365,14,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,16,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,12,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,17,Adoption
Name,Dog,NotIntact,Adult,'Border Collie',730,14,Adoption
NoName,Dog,Intact,Adult,'Chihuahua Shorthair',730,15,Transfer
Name,Dog,NotIntact,Senior,Rottweiler,4745,18,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,18,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,15,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',217,21,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',3,13,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',1460,12,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,16,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1460,14,Adoption
Name,Cat,Unknown,Baby,'Domestic Shorthair',14,16,Transfer
Name,Dog,NotIntact,Adult,'Miniature Schnauzer',1460,17,Adoption
Name,Dog,NotIntact,Senior,Dachshund,2190,18,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',310,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,18,Transfer
Name,Dog,NotIntact,Adult,Staffordshire,730,18,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,16,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',21,17,Transfer
NoName,Cat,Unknown,Baby,'Domestic Longhair',21,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',31,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,17,Adoption
Name,Dog,NotIntact,Baby,'Dachshund Longhair',62,11,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',1095,16,Adoption
Name,Dog,NotIntact,Baby,'Australian Kelpie',186,17,Adoption
Name,Dog,Intact,Adult,'Great Pyrenees',730,12,Return_to_owner
Name,Dog,NotIntact,Senior,'Australian Shepherd',4380,13,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',186,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',62,12,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',93,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
NoName,Cat,Intact,Adult,'Domestic Medium Hair',2190,12,Euthanasia
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,11,Adoption
NoName,Dog,Intact,Baby,Beagle,186,18,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',730,19,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,16,Adoption
NoName,Dog,Intact,Adult,'Chihuahua Shorthair',1825,12,Transfer
Name,Dog,NotIntact,Baby,Catahoula,310,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,16,Adoption
Name,Dog,NotIntact,Adult,Boxer,730,16,Adoption
Name,Dog,NotIntact,Senior,'Golden Retriever',2190,14,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Shorthair',31,15,Transfer
Name,Dog,NotIntact,Senior,'Boston Terrier',4380,15,Return_to_owner
Name,Dog,NotIntact,Adult,'American Bulldog',730,10,Return_to_owner
Name,Dog,NotIntact,Baby,Beauceron,186,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',21,15,Transfer
Name,Dog,NotIntact,Senior,'Chinese Sharpei',2190,18,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,0,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',31,9,Transfer
NoName,Dog,NotIntact,Baby,'Pit Bull',217,12,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',124,12,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,13,Transfer
NoName,Dog,NotIntact,Baby,'Plott Hound',124,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,14,Adoption
Name,Dog,Intact,Adult,'Shih Tzu',365,15,Transfer
Name,Dog,NotIntact,Senior,'Labrador Retriever',3285,13,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,11,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,15,Adoption
NoName,Cat,Intact,Senior,'Domestic Shorthair',5475,9,Euthanasia
NoName,Dog,NotIntact,Baby,'Boston Terrier',248,16,Adoption
NoName,Dog,Intact,Senior,'Yorkshire Terrier',4380,19,Euthanasia
NoName,Cat,Intact,Adult,'Domestic Medium Hair',730,9,Transfer
NoName,Dog,NotIntact,Adult,Catahoula,365,16,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,12,Adoption
NoName,Dog,NotIntact,Adult,'Miniature Schnauzer',365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,19,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',3285,14,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Shorthair',28,14,Transfer
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',2555,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,14,Adoption
Name,Dog,NotIntact,Adult,'Dutch Shepherd',365,18,Adoption
Name,Dog,NotIntact,Adult,'Finnish Spitz',365,13,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',93,13,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Longhair',62,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Medium Hair',28,16,Transfer
NoName,Cat,Intact,Baby,'Domestic Longhair',28,12,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,16,Transfer
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',2920,12,Adoption
Name,Dog,NotIntact,Senior,'Plott Hound',2555,11,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,17,Transfer
Name,Dog,NotIntact,Baby,'Golden Retriever',217,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,Intact,Senior,'Labrador Retriever',4745,17,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
NoName,Dog,Intact,Baby,'Miniature Poodle',31,16,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,11,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',4015,17,Adoption
Name,Dog,Intact,Adult,'Pit Bull',365,16,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Shorthair',62,12,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',248,17,Adoption
Name,Dog,NotIntact,Baby,Maltese,62,8,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Dog,NotIntact,Baby,'American Foxhound',279,14,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,11,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',248,19,Adoption
Name,Dog,NotIntact,Adult,'Tibetan Spaniel',1095,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',186,13,Adoption
Name,Dog,NotIntact,Senior,'Collie Rough',4380,11,Return_to_owner
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',93,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',3,12,Transfer
Name,Dog,Intact,Adult,Whippet,365,17,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,11,Adoption
Name,Dog,NotIntact,Adult,'American Staffordshire Terrier',365,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,17,Adoption
Name,Dog,NotIntact,Senior,'German Shepherd',2920,14,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,20,Adoption
Name,Dog,NotIntact,Adult,'Scottish Terrier',1095,18,Adoption
Name,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',730,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,17,Adoption
NoName,Dog,NotIntact,Adult,'Australian Kelpie',365,17,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,19,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',4,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',6,8,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',93,8,Adoption
NoName,Dog,NotIntact,Adult,'Parson Russell Terrier',730,15,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',28,10,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Medium Hair',93,18,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Dog,Intact,Baby,'German Shepherd',93,11,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,18,Transfer
NoName,Dog,NotIntact,Baby,Dachshund,217,14,Adoption
Name,Dog,NotIntact,Adult,'Cocker Spaniel',1460,12,Return_to_owner
Name,Dog,NotIntact,Adult,'Border Collie',365,11,Adoption
Name,Dog,NotIntact,Senior,'Cardigan Welsh Corgi',2555,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,10,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',186,13,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',730,12,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Cat,NotIntact,Baby,Siamese,186,13,Adoption
Name,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Baby,'Carolina Dog',310,16,Adoption
NoName,Dog,NotIntact,Baby,Jindo,124,18,Adoption
Name,Dog,NotIntact,Adult,'American Pit Bull Terrier',1460,18,Adoption
Name,Dog,NotIntact,Adult,'Siberian Husky',730,18,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,16,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,13,Transfer
Name,Cat,Intact,Baby,'Domestic Longhair',31,16,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,Intact,Baby,'Chihuahua Shorthair',31,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,16,Transfer
Name,Cat,NotIntact,Senior,'Domestic Medium Hair',5110,14,Return_to_owner
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,18,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
Name,Dog,NotIntact,Adult,'Miniature Schnauzer',730,19,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',93,19,Adoption
Name,Dog,Intact,Adult,'Pit Bull',730,15,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',248,14,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,12,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',365,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1825,11,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,19,Transfer
Name,Dog,Intact,Adult,'Flat Coat Retriever',365,17,Return_to_owner
Name,Dog,NotIntact,Adult,'American Bulldog',730,18,Adoption
Name,Dog,NotIntact,Adult,'Bruss Griffon',365,17,Adoption
NoName,Dog,Intact,Adult,'Pit Bull',365,12,Euthanasia
Name,Cat,NotIntact,Senior,Siamese,2920,18,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,15,Adoption
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,11,Adoption
NoName,Cat,Intact,Baby,'Domestic Medium Hair',155,9,Transfer
NoName,Dog,Intact,Senior,'Cocker Spaniel',4380,11,Euthanasia
NoName,Dog,NotIntact,Baby,Dachshund,62,10,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',279,18,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Adult,'American Bulldog',1095,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',186,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,18,Adoption
Name,Dog,Intact,Adult,'Pit Bull',730,11,Return_to_owner
Name,Dog,Intact,Baby,'Australian Cattle Dog',248,19,Return_to_owner
Name,Dog,NotIntact,Senior,'Miniature Poodle',2920,17,Return_to_owner
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',31,12,Transfer
NoName,Dog,NotIntact,Adult,'Tibetan Spaniel',1095,17,Adoption
Name,Dog,Intact,Adult,'Pit Bull',1460,15,Return_to_owner
Name,Dog,NotIntact,Baby,'Labrador Retriever',31,17,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,15,Adoption
Name,Cat,Intact,Baby,'Domestic Medium Hair',31,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',3,11,Transfer
NoName,Cat,Unknown,Adult,'Domestic Shorthair',365,9,Transfer
Name,Dog,Intact,Adult,Rottweiler,730,14,Return_to_owner
Name,Dog,NotIntact,Adult,Beagle,1095,17,Adoption
Name,Dog,NotIntact,Adult,'Chow Chow',730,18,Adoption
Name,Dog,Intact,Baby,Beagle,93,12,Transfer
NoName,Dog,NotIntact,Adult,'Labrador Retriever',730,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',341,13,Adoption
Name,Dog,NotIntact,Adult,'Siberian Husky',365,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',155,16,Adoption
Name,Dog,NotIntact,Senior,'Pit Bull',2920,12,Return_to_owner
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',93,9,Adoption
Name,Dog,NotIntact,Adult,'Bichon Frise',1825,18,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Cat,NotIntact,Baby,'Domestic Longhair',93,7,Adoption
Name,Dog,NotIntact,Adult,'Yorkshire Terrier',1095,11,Adoption
Name,Dog,NotIntact,Adult,'Welsh Terrier',1095,12,Adoption
Name,Dog,Intact,Adult,'Rhod Ridgeback',730,19,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',730,12,Adoption
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',1095,8,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
Name,Cat,NotIntact,Baby,Siamese,186,13,Adoption
Name,Dog,NotIntact,Senior,'Toy Fox Terrier',5110,13,Return_to_owner
Name,Dog,NotIntact,Adult,'Border Collie',365,17,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Dog,NotIntact,Senior,Samoyed,2555,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,12,Transfer
Name,Cat,Intact,Adult,'Domestic Shorthair',365,19,Transfer
NoName,Dog,NotIntact,Adult,'Miniature Schnauzer',1095,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,13,Transfer
NoName,Cat,Unknown,Adult,'Domestic Longhair',730,9,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',365,16,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,0,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',217,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',1460,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,12,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',3285,16,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',365,17,Adoption
Name,Dog,NotIntact,Senior,'Shih Tzu',3285,12,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,19,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',3,11,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,18,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',31,17,Adoption
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,20,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',217,12,Transfer
NoName,Dog,NotIntact,Baby,'Australian Cattle Dog',62,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,19,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,12,Transfer
Name,Dog,NotIntact,Adult,Vizsla,1460,16,Adoption
Name,Dog,Intact,Adult,'Pit Bull',1095,15,Return_to_owner
NoName,Dog,Intact,Baby,'Pit Bull',31,17,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',1095,9,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',93,9,Transfer
Name,Dog,NotIntact,Adult,'Cane Corso',365,18,Adoption
NoName,Cat,Unknown,Baby,Siamese,14,15,Transfer
Name,Dog,NotIntact,Adult,Basenji,365,16,Adoption
NoName,Dog,Intact,Adult,'Rat Terrier',730,23,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,12,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',248,12,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,14,Adoption
Name,Dog,NotIntact,Adult,Pointer,365,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',186,15,Adoption
NoName,Cat,Intact,Adult,'Domestic Medium Hair',730,9,Transfer
Name,Cat,Intact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Dog,Intact,Adult,'German Shepherd',1460,15,Return_to_owner
Name,Dog,NotIntact,Baby,'Great Pyrenees',155,17,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',62,17,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',3285,14,Return_to_owner
Name,Dog,NotIntact,Adult,Pug,730,19,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',4380,18,Return_to_owner
Name,Dog,Intact,Senior,Mastiff,2190,15,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,17,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,17,Transfer
Name,Dog,NotIntact,Baby,'Collie Smooth',341,12,Adoption
NoName,Dog,Intact,Baby,'Australian Shepherd',28,15,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1460,18,Return_to_owner
Name,Dog,NotIntact,Baby,Catahoula,155,15,Adoption
Name,Dog,NotIntact,Baby,'Dachshund Wirehair',62,18,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1095,18,Return_to_owner
Name,Dog,Intact,Adult,'Cairn Terrier',730,15,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,16,Transfer
Name,Cat,NotIntact,Baby,'Domestic Longhair',93,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,18,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',1460,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,0,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,20,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,17,Adoption
Name,Dog,NotIntact,Senior,'Australian Shepherd',2920,12,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Dog,NotIntact,Adult,'English Bulldog',1095,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',310,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,15,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',31,15,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',124,12,Adoption
NoName,Dog,Intact,Adult,'Chihuahua Shorthair',365,14,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,13,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',217,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,18,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',3285,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,17,Transfer
Name,Dog,NotIntact,Senior,'Pit Bull',4015,11,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,12,Transfer
Name,Dog,NotIntact,Senior,'Labrador Retriever',2555,16,Return_to_owner
Name,Cat,NotIntact,Senior,'Domestic Shorthair',4745,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1095,14,Adoption
Name,Dog,NotIntact,Baby,Boxer,155,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,9,Transfer
