@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute sex {Female,Male,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute color {Agouti,Apricot,Black,'Black Brindle','Black Smoke','Black Tabby','Black Tiger',Blue,'Blue Cream','Blue Merle','Blue Point','Blue Smoke','Blue Tabby','Blue Tick','Blue Tiger',Brown,'Brown Brindle','Brown Merle','Brown Tabby','Brown Tiger',Buff,Calico,'Calico Point',Chocolate,'Chocolate Point',Cream,'Cream Tabby',Fawn,'Flame Point',Gold,Gray,'Gray Tabby','Lilac Point',Liver,'Liver Tick','Lynx Point',Orange,'Orange Tabby','Orange Tiger',Pink,Red,'Red Merle','Red Tick',Ruddy,Sable,'Seal Point',Silver,'Silver Lynx Point','Silver Tabby',Tan,Torbie,Tortie,'Tortie Point',Tricolor,White,Yellow,'Yellow Brindle'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,93,18,Adoption
Name,Dog,NotIntact,Female,Baby,'Doberman Pinsch',Tricolor,248,11,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Black,365,15,Transfer
Name,Cat,Intact,Female,Senior,'Domestic Shorthair',Black,5475,15,Transfer
NoName,Dog,Intact,Female,Baby,Pointer,Chocolate,21,17,Transfer
Name,Dog,NotIntact,Male,Baby,Dachshund,White,155,16,Adoption
NoName,Dog,NotIntact,Male,Adult,'Miniature Poodle',Black,730,19,Adoption
Name,Dog,NotIntact,Female,Adult,Whippet,'Brown Brindle',730,9,Adoption
Name,Dog,Intact,Male,Adult,'Australian Shepherd','Brown Merle',730,14,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,'Labrador Retriever',Tan,730,14,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,21,18,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull','Brown Tiger',365,13,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Brown Tabby',730,9,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',28,15,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',White,1460,15,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',21,19,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,62,8,Adoption
Name,Dog,NotIntact,Female,Adult,'Rat Terrier',White,365,15,Transfer
Name,Dog,NotIntact,Female,Baby,'English Pointer',Brown,62,16,Adoption
Name,Dog,NotIntact,Female,Adult,'Miniature Schnauzer',Black,365,17,Adoption
NoName,Dog,NotIntact,Female,Adult,'Cairn Terrier',Buff,1095,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Black,3285,18,Euthanasia
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',White,730,15,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,'Great Dane',Black,1825,14,Transfer
Name,Dog,Intact,Male,Adult,'Chihuahua Shorthair',Black,730,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Chesa Bay Retr',Brown,730,11,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'German Shepherd',Brown,2555,16,Return_to_owner
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair','Brown Tabby',365,9,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Black,2190,15,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,20,Adoption
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tan,365,18,Return_to_owner
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,17,Adoption
Name,Dog,NotIntact,Female,Senior,'Plott Hound','Brown Brindle',2190,14,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Brown,730,15,Adoption
Name,Cat,NotIntact,Male,Adult,Siamese,'Flame Point',2555,18,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,12,Adoption
Name,Dog,NotIntact,Male,Adult,'Chow Chow',Red,1095,18,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Black,730,15,Transfer
NoName,Dog,NotIntact,Female,Senior,'English Pointer',Liver,2555,17,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',White,31,17,Euthanasia
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Brown,730,19,Return_to_owner
Name,Dog,Intact,Female,Baby,Boxer,Black,155,0,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Basset Hound',Black,1460,11,Transfer
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Buff,730,17,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Airedale Terrier',Tricolor,2555,0,Transfer
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Brown,365,12,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',31,12,Transfer
Name,Dog,NotIntact,Male,Baby,Beagle,Black,31,13,Adoption
Name,Cat,NotIntact,Male,Baby,Manx,White,62,14,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Blue,1095,9,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tan,1460,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,365,12,Adoption
Name,Dog,NotIntact,Female,Adult,'Flat Coat Retriever',Black,730,18,Adoption
Name,Dog,NotIntact,Female,Senior,'Cocker Spaniel',Buff,3650,15,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,16,Adoption
Name,Dog,NotIntact,Female,Senior,'Chihuahua Shorthair',Tan,3650,18,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Longhair','Brown Tabby',730,14,Adoption
Name,Dog,NotIntact,Female,Senior,'Rat Terrier',White,2555,11,Return_to_owner
NoName,Dog,NotIntact,Male,Adult,'Border Terrier',Tan,365,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull','Brown Brindle',1825,13,Transfer
Name,Dog,NotIntact,Female,Senior,'Chihuahua Shorthair',Black,2190,17,Return_to_owner
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',7,15,Transfer
NoName,Dog,NotIntact,Female,Senior,'Pit Bull',Tan,2555,18,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Chihuahua Longhair',Black,365,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Jack Russell Terrier',White,365,12,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Orange Tabby',14,17,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair','Orange Tabby',365,15,Transfer
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Black,1825,14,Return_to_owner
Name,Dog,NotIntact,Female,Adult,Rottweiler,Black,730,11,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Siberian Husky',White,310,17,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,93,14,Transfer
Name,Dog,NotIntact,Male,Baby,'Cardigan Welsh Corgi',Fawn,279,18,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,31,15,Transfer
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair',Blue,0,15,Transfer
NoName,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Calico,1825,9,Transfer
NoName,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Chocolate,248,21,Adoption
NoName,Dog,Intact,Male,Adult,'Cairn Terrier',Cream,365,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Orange Tabby',62,10,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,93,17,Return_to_owner
Name,Dog,Intact,Male,Senior,'Chihuahua Shorthair',Chocolate,5110,15,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Chocolate,2555,10,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Shih Tzu',Gray,730,11,Adoption
Name,Dog,NotIntact,Female,Baby,'Plott Hound','Brown Brindle',186,0,Transfer
Name,Dog,NotIntact,Male,Baby,'Australian Shepherd',Tan,341,15,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,1095,14,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Longhair',Black,62,13,Transfer
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,365,15,Adoption
NoName,Cat,Intact,Female,Baby,Siamese,'Blue Point',28,18,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',White,1460,19,Euthanasia
Name,Cat,NotIntact,Male,Senior,'Domestic Medium Hair','Orange Tabby',2920,14,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Calico,93,17,Adoption
Name,Dog,NotIntact,Female,Baby,'Australian Cattle Dog',Brown,62,14,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Tortie,124,12,Adoption
NoName,Dog,Intact,Male,Adult,'Labrador Retriever',Tan,730,17,Euthanasia
Name,Dog,NotIntact,Male,Senior,Dachshund,Brown,2190,17,Return_to_owner
Name,Dog,NotIntact,Female,Baby,Boxer,'Brown Brindle',341,13,Transfer
NoName,Dog,NotIntact,Female,Adult,'Labrador Retriever',Tan,365,16,Transfer
NoName,Dog,NotIntact,Male,Adult,'Shih Tzu',Apricot,1460,16,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair',Blue,62,14,Adoption
NoName,Dog,NotIntact,Male,Adult,'Pit Bull',Red,730,0,Transfer
NoName,Dog,NotIntact,Female,Baby,'Australian Cattle Dog','Red Merle',62,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,186,18,Adoption
Name,Cat,NotIntact,Male,Senior,'Domestic Shorthair',Black,2920,17,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',1095,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Brown,730,17,Adoption
NoName,Dog,Intact,Male,Baby,'Australian Cattle Dog',White,62,17,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Tortie,21,13,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,14,Adoption
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Brown,1460,7,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',1825,14,Transfer
Name,Dog,NotIntact,Female,Adult,Pointer,Chocolate,730,13,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Medium Hair',Calico,186,15,Transfer
NoName,Dog,NotIntact,Female,Adult,'Miniature Poodle',Black,730,19,Transfer
Name,Dog,NotIntact,Female,Senior,'Collie Smooth',Sable,3650,10,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,186,9,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,62,12,Transfer
Name,Dog,NotIntact,Male,Baby,'Cocker Spaniel',Sable,186,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Chihuahua Shorthair',Tricolor,2920,18,Return_to_owner
NoName,Dog,NotIntact,Male,Baby,'Labrador Retriever',Buff,186,12,Adoption
NoName,Cat,Intact,Male,Baby,Siamese,'Seal Point',93,17,Transfer
Name,Dog,NotIntact,Female,Adult,Rottweiler,Black,365,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Brown,365,17,Adoption
Name,Dog,NotIntact,Male,Baby,Boxer,Tricolor,62,18,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Blue Tabby',14,18,Transfer
NoName,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tan,730,18,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Orange Tabby',62,11,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',White,279,11,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,'Rat Terrier',Black,1460,14,Transfer
Name,Dog,NotIntact,Male,Baby,'German Shepherd',Red,124,18,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',White,3,18,Transfer
Name,Dog,Intact,Male,Senior,Dachshund,'Blue Merle',2190,15,Transfer
Name,Dog,NotIntact,Female,Baby,'Border Collie',Black,62,17,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Blue Tabby',248,15,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,31,14,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,124,14,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Torbie,62,12,Adoption
Name,Dog,Intact,Female,Adult,'Pit Bull',Fawn,730,14,Return_to_owner
NoName,Dog,NotIntact,Male,Baby,'Collie Smooth',Tricolor,124,15,Adoption
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Brown Tabby',365,19,Transfer
NoName,Cat,NotIntact,Female,Baby,Siamese,'Lynx Point',93,11,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,62,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Orange Tabby',124,10,Adoption
Name,Dog,NotIntact,Male,Adult,'Plott Hound','Brown Brindle',1825,12,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Fawn,730,14,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',14,13,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,11,Adoption
NoName,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Tan,310,18,Adoption
NoName,Dog,NotIntact,Male,Adult,Pointer,Black,730,13,Transfer
Name,Dog,NotIntact,Female,Baby,'Anatol Shepherd',White,310,17,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Blue,28,16,Transfer
Name,Dog,NotIntact,Male,Adult,'Anatol Shepherd',Fawn,365,16,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',217,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Brown,730,14,Adoption
Name,Dog,NotIntact,Female,Senior,'Great Dane',Black,2555,16,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
Name,Cat,NotIntact,Male,Senior,'Domestic Shorthair',Black,4380,18,Euthanasia
Name,Dog,Intact,Female,Adult,'Australian Cattle Dog',Tricolor,1095,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,93,11,Transfer
Name,Dog,NotIntact,Female,Adult,'Chinese Sharpei','Red Tick',730,18,Adoption
Name,Dog,Intact,Female,Senior,'Labrador Retriever',Yellow,4380,16,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Flat Coat Retriever',Black,365,12,Adoption
NoName,Dog,NotIntact,Male,Adult,'Labrador Retriever',Yellow,1095,16,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Calico,31,17,Adoption
NoName,Dog,Unknown,Unknown,Baby,'Labrador Retriever',White,6,9,Transfer
Name,Dog,NotIntact,Female,Baby,'Rat Terrier',Tricolor,279,17,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Longhair',Black,62,18,Adoption
Name,Dog,NotIntact,Male,Adult,Akita,Tan,730,17,Euthanasia
Name,Dog,NotIntact,Male,Senior,'American Bulldog',White,2555,17,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Blue,124,16,Transfer
Name,Cat,NotIntact,Male,Senior,'Domestic Shorthair','Orange Tabby',3650,15,Adoption
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tan,1825,16,Return_to_owner
Name,Dog,NotIntact,Female,Adult,Pointer,Chocolate,730,16,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,1825,15,Adoption
Name,Cat,NotIntact,Male,Baby,Siamese,'Flame Point',155,17,Adoption
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Black,365,18,Adoption
Name,Dog,Intact,Male,Adult,'Labrador Retriever',Buff,365,12,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair',Black,124,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',White,730,17,Transfer
Name,Dog,Intact,Male,Adult,Rottweiler,Black,1095,17,Euthanasia
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Blue,28,17,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,21,18,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Tortie,21,12,Transfer
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Black,730,13,Transfer
Name,Dog,NotIntact,Male,Adult,Boxer,Brown,365,19,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Blue Tabby',14,17,Transfer
NoName,Dog,NotIntact,Male,Adult,'Jack Russell Terrier',White,730,14,Adoption
Name,Dog,Intact,Male,Baby,'Pit Bull',Red,279,12,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Brown,1095,15,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Tortie,31,9,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Bernese Mountain Dog',Tricolor,730,14,Adoption
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',730,19,Transfer
NoName,Dog,NotIntact,Male,Baby,'Plott Hound','Brown Brindle',124,18,Transfer
Name,Dog,Intact,Male,Adult,'English Bulldog','Brown Brindle',1095,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Brown,365,17,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Medium Hair','Brown Tabby',31,18,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',White,365,13,Adoption
NoName,Dog,NotIntact,Male,Baby,'Labrador Retriever',Black,62,12,Transfer
Name,Dog,NotIntact,Female,Senior,'Chihuahua Shorthair',Brown,3285,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Brown,730,18,Adoption
Name,Dog,NotIntact,Female,Baby,Pointer,White,186,11,Adoption
NoName,Dog,NotIntact,Male,Baby,'Chihuahua Longhair',Tricolor,93,13,Adoption
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Chocolate,31,16,Adoption
Name,Dog,Intact,Female,Adult,'Yorkshire Terrier',Black,365,0,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Blue,730,14,Adoption
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Black,1095,16,Return_to_owner
Name,Cat,Intact,Male,Baby,Siamese,'Lilac Point',62,14,Adoption
Name,Dog,NotIntact,Female,Adult,'American Staffordshire Terrier',Blue,730,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Dachshund,'Brown Brindle',730,12,Return_to_owner
NoName,Dog,NotIntact,Male,Baby,'Dachshund Wirehair',Brown,62,17,Adoption
Name,Cat,NotIntact,Female,Senior,'Domestic Longhair',Tortie,4380,18,Euthanasia
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Blue,730,13,Transfer
Name,Dog,Intact,Female,Baby,'Labrador Retriever',Black,248,14,Euthanasia
Name,Cat,Intact,Female,Senior,'Domestic Shorthair','Brown Tabby',3650,9,Euthanasia
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair','Orange Tabby',62,15,Adoption
Name,Dog,NotIntact,Male,Baby,'Chihuahua Shorthair',Buff,93,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Blue Lacy',Blue,365,14,Return_to_owner
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Tortie,730,9,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Blue Tabby',62,19,Adoption
Name,Cat,NotIntact,Female,Baby,Siamese,'Lilac Point',93,18,Adoption
NoName,Dog,NotIntact,Female,Senior,'Miniature Poodle',White,2555,17,Adoption
Name,Dog,NotIntact,Female,Adult,Dachshund,Brown,730,15,Adoption
Name,Dog,Intact,Female,Baby,Boxer,'Brown Brindle',124,18,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',White,93,12,Adoption
Name,Cat,NotIntact,Female,Adult,'Exotic Shorthair',White,730,12,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,186,19,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Torbie,4,15,Transfer
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,17,Adoption
Name,Cat,NotIntact,Female,Baby,Siamese,'Tortie Point',155,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,13,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',31,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,365,18,Euthanasia
NoName,Dog,Intact,Male,Baby,'Australian Cattle Dog',Brown,31,11,Transfer
NoName,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Black,1095,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,1095,11,Adoption
Name,Dog,Intact,Male,Senior,'Basset Hound',Tricolor,2190,16,Return_to_owner
Name,Dog,Intact,Male,Baby,'Pit Bull',White,248,14,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',124,14,Adoption
Name,Dog,NotIntact,Male,Adult,'Cocker Spaniel',Yellow,1095,12,Return_to_owner
NoName,Dog,Intact,Male,Baby,'Chihuahua Shorthair',Tricolor,28,11,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Torbie,62,17,Return_to_owner
NoName,Dog,Intact,Male,Baby,'Australian Cattle Dog',Buff,62,8,Transfer
Name,Dog,Intact,Male,Adult,Dachshund,Black,365,18,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Cocker Spaniel',Black,1825,16,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Blue Lacy',Tricolor,2555,12,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Longhair',Blue,62,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Black,1095,18,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Torbie,31,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Miniature Poodle',Buff,2190,17,Adoption
Name,Dog,Intact,Female,Baby,'Labrador Retriever',Chocolate,62,16,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,730,8,Euthanasia
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Orange Tabby',14,17,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Black,365,9,Transfer
Name,Dog,NotIntact,Female,Adult,Black,Black,730,12,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,19,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,20,Adoption
NoName,Cat,NotIntact,Male,Senior,Siamese,'Lynx Point',2920,18,Euthanasia
NoName,Dog,Unknown,Unknown,Baby,'Labrador Retriever',White,7,16,Transfer
Name,Dog,NotIntact,Male,Senior,'Chihuahua Shorthair',White,4380,13,Return_to_owner
